Item ID,TDExt,TDInt,BDExt,BDInt,HExt,HInt
1237-BK,31.9 in. / 80 cm,27 in. /69 cm,25.75 in. / 65 cm,24.75 in / 63 cm,41.5 in. / 105 cm,37 in. / 94 cm
